Filename	Segment	WC	Analytic	Clout	Authentic	Tone	WPS	Sixltr	Dic	function	pronoun	ppron	i	we	you	shehe	they	ipron	article	prep	auxverb	adverb	conj	negate	verb	adj	compare	interrog	number	quant	affect	posemo	negemo	anx	anger	sad	social	family	friend	female	male	cogproc	insight	cause	discrep	tentat	certain	differ	percept	see	hear	feel	bio	body	health	sexual	ingest	drives	affiliation	achieve	power	reward	risk	focuspast	focuspresent	focusfuture	relativ	motion	space	time	work	leisure	home	money	relig	death	informal	swear	netspeak	assent	nonflu	filler	AllPunc	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP
391p.txt	1	126	48.63	43.69	97.24	99.00	126.00	7.94	80.95	22.22	14.29	6.35	5.56	0.00	0.79	0.00	0.00	7.94	0.00	1.59	2.38	3.17	0.00	3.17	15.08	5.56	0.00	0.00	0.00	3.17	10.32	9.52	0.79	0.00	0.00	0.79	7.14	0.00	0.00	0.00	0.00	28.57	3.17	3.17	0.79	7.94	12.70	0.79	3.17	0.79	0.00	1.59	6.35	0.00	0.79	0.00	1.59	8.73	7.14	0.00	1.59	0.79	0.00	0.79	14.29	0.79	23.81	7.14	3.97	13.49	0.00	1.59	0.00	2.38	0.00	0.00	11.90	0.00	2.38	0.00	7.14	2.38	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14
684p.txt	1	86	71.99	54.63	57.24	86.31	86.00	16.28	77.91	15.12	6.98	4.65	3.49	0.00	0.00	1.16	0.00	2.33	0.00	1.16	4.65	2.33	0.00	0.00	24.42	10.47	1.16	0.00	0.00	2.33	8.14	5.81	2.33	0.00	0.00	1.16	5.81	2.33	1.16	1.16	3.49	15.12	4.65	2.33	1.16	4.65	1.16	1.16	13.95	12.79	0.00	1.16	8.14	5.81	1.16	0.00	1.16	9.30	1.16	2.33	1.16	3.49	1.16	1.16	20.93	1.16	15.12	0.00	12.79	3.49	1.16	0.00	0.00	0.00	0.00	0.00	1.16	0.00	0.00	1.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
493p.txt	1	66	4.01	98.25	6.95	99.00	66.00	4.55	95.45	48.48	18.18	6.06	0.00	0.00	0.00	6.06	0.00	12.12	0.00	1.52	27.27	1.52	0.00	0.00	40.91	4.55	0.00	10.61	3.03	0.00	10.61	10.61	0.00	0.00	0.00	0.00	22.73	0.00	3.03	1.52	6.06	12.12	3.03	1.52	1.52	3.03	3.03	1.52	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	10.61	10.61	0.00	0.00	0.00	0.00	0.00	27.27	1.52	15.15	1.52	12.12	1.52	0.00	0.00	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
169p.txt	1	93	28.19	8.11	99.00	1.00	93.00	2.15	93.55	36.56	20.43	19.35	19.35	0.00	0.00	0.00	0.00	1.08	0.00	4.30	11.83	0.00	1.08	0.00	36.56	9.68	1.08	0.00	2.15	0.00	16.13	4.30	11.83	0.00	2.15	2.15	6.45	2.15	0.00	1.08	0.00	4.30	2.15	1.08	0.00	0.00	1.08	0.00	6.45	0.00	0.00	6.45	9.68	0.00	7.53	1.08	0.00	4.30	1.08	0.00	0.00	1.08	2.15	1.08	34.41	2.15	20.43	13.98	4.30	2.15	0.00	0.00	0.00	0.00	0.00	3.23	4.30	1.08	1.08	2.15	1.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
539p.txt	1	126	48.63	43.69	97.24	99.00	126.00	7.94	80.95	22.22	14.29	6.35	5.56	0.00	0.79	0.00	0.00	7.94	0.00	1.59	2.38	3.17	0.00	3.17	15.08	5.56	0.00	0.00	0.00	3.17	10.32	9.52	0.79	0.00	0.00	0.79	7.14	0.00	0.00	0.00	0.00	28.57	3.17	3.17	0.79	7.94	12.70	0.79	3.17	0.79	0.00	1.59	6.35	0.00	0.79	0.00	1.59	8.73	7.14	0.00	1.59	0.79	0.00	0.79	14.29	0.79	23.81	7.14	3.97	13.49	0.00	1.59	0.00	2.38	0.00	0.00	11.90	0.00	2.38	0.00	7.14	2.38	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14
186p.txt	1	168	83.81	90.47	20.57	99.00	168.00	17.86	72.02	16.67	4.76	4.17	0.00	0.00	1.19	1.19	1.79	0.60	0.00	4.76	4.17	1.79	1.19	0.00	11.90	13.10	0.00	0.00	6.55	0.00	7.14	6.55	0.60	0.00	0.00	0.00	12.50	5.36	0.00	2.98	3.57	6.55	0.60	1.79	2.38	1.19	0.00	0.60	11.31	5.95	0.60	2.98	8.33	4.17	0.00	0.00	4.17	6.55	2.38	0.00	1.19	2.98	0.00	0.60	8.93	2.98	18.45	4.76	10.12	4.17	0.60	2.98	0.00	0.00	0.00	0.00	2.98	0.00	0.00	0.60	2.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
885p.txt	1	71	17.92	66.38	68.81	1.00	71.00	2.82	80.28	29.58	7.04	5.63	0.00	0.00	0.00	5.63	0.00	1.41	0.00	1.41	9.86	8.45	2.82	7.04	21.13	8.45	0.00	0.00	4.23	0.00	4.23	0.00	4.23	0.00	0.00	0.00	12.68	0.00	0.00	0.00	9.86	16.90	4.23	2.82	0.00	2.82	5.63	1.41	9.86	8.45	0.00	1.41	1.41	1.41	0.00	0.00	0.00	11.27	2.82	0.00	4.23	4.23	0.00	0.00	18.31	5.63	23.94	5.63	7.04	12.68	0.00	2.82	1.41	4.23	0.00	0.00	2.82	0.00	2.82	0.00	0.00	0.00	14.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.08
755p.txt	1	82	70.49	13.62	64.14	1.00	82.00	24.39	68.29	23.17	3.66	3.66	3.66	0.00	0.00	0.00	0.00	0.00	0.00	4.88	6.10	4.88	0.00	3.66	30.49	2.44	0.00	0.00	2.44	0.00	6.10	0.00	6.10	0.00	3.66	0.00	6.10	2.44	0.00	0.00	0.00	12.20	6.10	0.00	0.00	2.44	0.00	3.66	6.10	0.00	3.66	2.44	10.98	4.88	0.00	6.10	0.00	9.76	0.00	0.00	0.00	9.76	0.00	2.44	26.83	2.44	9.76	2.44	7.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.54	6.10	0.00	0.00	2.44	0.00	10.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.98
305p.txt	1	127	9.43	86.49	51.73	99.00	127.00	3.94	93.70	37.80	17.32	3.94	1.57	0.00	1.57	0.79	0.00	13.39	0.00	4.72	6.30	9.45	0.00	11.02	27.56	6.30	1.57	1.57	1.57	0.00	13.39	13.39	0.00	0.00	0.00	0.00	22.05	0.00	0.00	0.79	0.00	11.02	5.51	0.00	0.79	3.15	3.94	0.00	8.66	1.57	7.09	0.00	3.15	1.57	0.00	0.00	0.00	3.94	1.57	0.79	0.00	1.57	0.00	0.79	29.13	0.00	15.75	3.15	3.94	9.45	0.79	0.00	1.57	0.00	0.00	0.79	8.66	0.00	2.36	0.00	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
610p.txt	1	151	84.70	83.98	34.09	50.49	151.00	13.91	70.20	15.89	3.31	2.65	1.99	0.00	0.66	0.00	0.00	0.66	0.66	4.64	2.65	5.30	0.00	0.66	21.19	6.62	1.32	0.66	1.32	3.97	2.65	1.99	0.66	0.66	0.00	0.00	11.92	3.31	0.00	0.00	0.66	12.58	5.30	1.32	3.31	1.99	1.32	0.00	9.93	1.99	3.97	1.99	7.28	4.64	1.99	1.32	1.99	3.31	0.66	0.00	1.99	0.66	0.00	2.65	17.88	0.66	14.57	2.65	8.61	3.97	0.00	0.00	0.00	0.00	0.66	0.66	1.99	0.00	0.00	1.32	1.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
240p.txt	1	100	85.72	97.11	63.05	63.69	100.00	12.00	91.00	24.00	9.00	7.00	4.00	0.00	3.00	0.00	0.00	2.00	7.00	2.00	4.00	0.00	0.00	2.00	21.00	0.00	0.00	0.00	0.00	2.00	6.00	4.00	2.00	2.00	0.00	0.00	22.00	2.00	0.00	0.00	8.00	12.00	4.00	2.00	0.00	4.00	2.00	0.00	14.00	9.00	5.00	0.00	5.00	2.00	2.00	0.00	0.00	6.00	4.00	0.00	0.00	0.00	2.00	3.00	16.00	6.00	15.00	4.00	7.00	4.00	0.00	3.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	8.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
581p.txt	1	155	97.71	95.31	2.96	98.73	155.00	10.97	81.29	22.58	3.87	3.87	3.87	0.00	0.00	0.00	0.00	0.00	0.00	14.84	1.94	1.94	0.00	0.00	21.29	3.87	7.74	0.00	0.00	0.00	5.81	5.81	0.00	0.00	0.00	0.00	20.65	0.00	5.81	0.00	9.03	9.68	2.58	0.00	7.10	0.00	0.00	0.00	8.39	1.94	5.81	0.65	0.00	0.00	0.00	0.00	0.00	5.81	3.87	0.00	0.00	1.94	0.00	1.94	18.71	0.00	10.32	3.23	0.00	7.10	0.00	7.74	0.00	0.00	0.00	0.00	4.52	0.00	0.00	1.94	2.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
352p.txt	1	116	67.34	69.76	53.68	58.39	116.00	17.24	74.14	22.41	9.48	6.03	1.72	2.59	0.00	0.00	1.72	3.45	0.00	4.31	6.03	2.59	0.00	0.86	21.55	3.45	0.86	0.00	5.17	0.86	17.24	9.48	7.76	0.86	0.00	0.86	5.17	0.00	0.00	0.00	0.00	9.48	0.00	0.00	0.00	5.17	4.31	0.00	6.03	1.72	4.31	0.00	1.72	1.72	0.00	0.00	0.00	14.66	3.45	3.45	2.59	2.59	6.03	1.72	15.52	2.59	19.83	6.03	5.17	8.62	3.45	6.90	0.00	1.72	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.86
702p.txt	1	178	70.32	97.82	30.72	68.20	178.00	11.80	78.65	16.29	3.93	1.12	0.00	0.56	0.56	0.00	0.00	2.81	0.00	1.69	5.06	4.49	0.56	1.12	28.65	4.49	0.56	1.12	7.30	0.56	7.87	5.06	2.81	0.00	1.69	0.00	21.35	3.93	0.00	1.69	4.49	7.87	3.37	0.56	1.69	0.56	1.69	0.56	15.17	3.37	10.67	0.56	2.81	2.81	0.00	0.00	0.00	8.99	0.56	1.69	4.49	2.81	0.00	2.25	23.03	0.56	15.73	4.49	5.62	5.62	1.69	0.00	0.00	1.12	2.25	1.69	5.06	0.56	0.56	1.12	3.37	0.00	2.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.25
217p.txt	1	133	15.20	94.27	94.92	94.56	133.00	4.51	69.17	35.34	9.02	9.02	2.26	0.00	6.02	0.75	0.00	0.00	0.00	3.01	6.77	15.04	4.51	3.01	18.05	4.51	0.00	1.50	1.50	0.00	7.52	6.02	1.50	0.00	0.00	1.50	15.04	0.00	0.00	0.75	0.00	6.02	3.01	0.00	0.00	0.00	3.01	0.00	6.77	1.50	3.76	1.50	0.75	0.75	0.00	0.00	0.00	8.27	4.51	1.50	1.50	0.75	0.00	0.00	17.29	0.75	26.32	3.01	10.53	15.04	0.00	3.01	1.50	0.00	0.00	0.00	1.50	0.00	0.00	0.00	1.50	0.00	6.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.02
647p.txt	1	136	82.09	81.12	61.77	15.44	136.00	13.97	69.85	11.03	3.68	3.68	0.00	1.47	0.00	2.21	0.00	0.00	0.00	1.47	3.68	0.74	0.74	0.74	22.79	3.68	0.74	0.00	8.82	0.00	6.62	2.94	3.68	0.00	3.68	0.00	9.56	1.47	0.00	1.47	3.68	19.85	17.65	0.74	0.00	0.00	0.74	0.74	14.71	0.00	0.00	11.76	6.62	0.74	2.21	0.00	2.94	8.09	2.21	0.00	4.41	1.47	0.00	0.00	21.32	0.74	6.62	0.00	4.41	2.21	2.94	0.00	0.74	1.47	1.47	4.41	1.47	0.74	0.00	0.74	0.00	0.00	0.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.74
128p.txt	1	278	65.24	72.95	17.82	93.41	278.00	4.68	72.66	20.86	3.60	2.16	0.36	0.00	1.80	0.00	0.00	1.44	0.00	2.88	8.99	2.16	0.36	3.24	20.86	5.40	2.16	0.36	0.00	0.72	10.07	7.19	2.88	0.00	0.36	2.16	11.15	1.08	1.80	0.00	2.16	12.59	5.04	0.72	0.36	2.16	1.44	2.88	3.24	0.36	1.08	1.80	5.76	5.40	0.36	0.00	0.00	7.55	0.00	0.00	1.80	5.40	0.36	0.00	21.58	1.44	7.55	1.80	1.80	2.16	0.00	0.00	0.36	0.00	0.00	0.00	13.31	0.36	0.00	0.00	7.91	0.72	2.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.88
578p.txt	1	184	43.13	87.31	84.83	56.57	184.00	9.78	86.41	30.43	10.87	4.35	1.63	0.00	1.09	1.63	0.00	6.52	0.54	5.43	4.89	6.52	2.17	4.89	23.91	3.26	0.54	0.00	0.00	1.63	10.33	5.98	4.35	0.00	0.00	3.26	19.57	4.35	0.54	5.98	1.63	13.04	1.63	1.09	1.09	0.54	5.98	2.72	5.98	0.00	5.43	0.54	4.35	1.63	0.54	0.00	0.00	8.15	3.80	0.54	1.63	1.09	1.09	3.26	19.02	1.09	23.91	8.15	4.89	11.41	0.54	0.54	3.80	0.54	0.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.15
597p.txt	1	165	70.69	59.58	39.44	99.00	165.00	2.42	38.79	15.76	2.42	2.42	0.00	0.00	0.00	0.00	2.42	0.00	0.00	1.21	2.42	9.70	0.00	0.00	10.91	1.21	0.00	0.00	0.00	1.21	6.06	6.06	0.00	0.00	0.00	0.00	3.64	0.00	0.00	0.00	0.00	2.42	0.00	0.00	0.00	0.00	1.21	1.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.42	0.00	0.00	1.21	1.21	0.00	0.00	15.76	0.00	18.18	8.48	3.64	6.06	0.00	0.00	0.00	0.00	0.00	0.00	8.48	0.00	0.00	2.42	6.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
714p.txt	1	61	2.89	79.38	52.08	56.75	61.00	8.20	98.36	49.18	16.39	11.48	1.64	0.00	6.56	3.28	0.00	4.92	0.00	1.64	21.31	3.28	0.00	8.20	42.62	4.92	3.28	0.00	0.00	0.00	11.48	6.56	4.92	0.00	3.28	1.64	22.95	0.00	0.00	0.00	3.28	18.03	4.92	0.00	1.64	1.64	0.00	11.48	8.20	0.00	6.56	0.00	3.28	0.00	0.00	0.00	1.64	14.75	1.64	1.64	9.84	0.00	1.64	0.00	31.15	9.84	8.20	1.64	3.28	3.28	0.00	1.64	0.00	1.64	9.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.64
344p.txt	1	144	54.29	83.46	62.53	51.78	144.00	4.17	98.61	32.64	14.58	11.11	7.64	0.00	3.47	0.00	0.00	3.47	0.00	6.94	10.42	1.39	0.00	0.00	32.64	4.86	5.56	0.00	4.17	8.33	6.94	4.17	2.78	0.00	0.00	2.78	13.89	0.00	0.00	0.00	4.86	11.11	2.08	0.69	1.39	5.56	1.39	0.00	9.72	9.72	0.00	0.00	9.72	2.08	5.56	0.00	0.00	6.94	2.08	2.08	0.00	2.78	0.00	4.86	26.39	0.00	14.58	2.78	1.39	10.42	0.00	0.00	1.39	1.39	0.69	0.00	1.39	0.00	0.00	1.39	1.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
651p.txt	1	224	70.54	90.21	32.66	99.00	224.00	11.61	73.66	19.64	8.04	6.70	1.34	0.00	4.02	1.34	0.00	1.34	1.34	2.23	2.23	1.79	3.12	1.79	21.43	5.36	2.68	0.00	8.04	4.02	9.38	8.93	0.45	0.00	0.00	0.00	13.39	0.45	0.00	2.68	0.89	12.95	7.14	1.34	0.89	2.23	0.89	1.34	9.38	2.23	2.23	4.91	7.14	4.91	0.45	0.00	0.00	5.36	2.23	1.34	0.89	0.89	0.00	2.68	17.86	0.45	10.71	3.12	3.12	4.91	1.34	0.89	0.89	2.23	0.00	0.45	2.23	0.00	0.45	1.34	0.45	0.00	2.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.68
201p.txt	1	133	17.86	58.91	69.50	97.58	133.00	4.51	90.23	35.34	14.29	13.53	12.78	0.00	0.75	0.00	0.00	0.75	0.00	0.75	15.04	1.50	1.50	2.26	29.32	1.50	0.75	0.00	0.00	0.75	6.77	6.02	0.75	0.75	0.00	0.00	18.05	0.00	1.50	0.00	11.28	7.52	0.75	2.26	1.50	0.75	1.50	1.50	4.51	0.75	1.50	1.50	1.50	0.00	0.00	0.00	0.75	10.53	3.76	0.75	0.75	6.02	0.75	2.26	24.81	2.26	10.53	3.01	3.76	3.76	1.50	0.75	0.00	0.00	10.53	0.00	4.51	0.00	0.75	3.01	1.50	0.00	3.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.01
485p.txt	1	93	60.56	66.65	87.68	83.22	93.00	7.53	87.10	25.81	6.45	6.45	5.38	1.08	0.00	0.00	0.00	0.00	0.00	4.30	4.30	5.38	2.15	3.23	25.81	5.38	1.08	0.00	0.00	3.23	11.83	7.53	4.30	0.00	2.15	1.08	13.98	1.08	1.08	0.00	0.00	24.73	9.68	4.30	2.15	2.15	5.38	2.15	11.83	2.15	5.38	4.30	5.38	3.23	1.08	0.00	0.00	11.83	6.45	1.08	3.23	1.08	0.00	0.00	23.66	1.08	12.90	2.15	4.30	7.53	0.00	1.08	0.00	0.00	1.08	1.08	2.15	0.00	0.00	0.00	2.15	0.00	5.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.38
190p.txt	1	116	53.21	88.61	99.00	99.00	116.00	6.90	94.83	25.86	12.07	10.34	7.76	0.00	2.59	0.00	0.00	1.72	0.00	4.31	6.03	3.45	2.59	0.00	22.41	12.93	6.03	2.59	3.45	6.90	17.24	13.79	3.45	0.00	0.00	0.00	17.24	0.86	0.86	1.72	1.72	8.62	3.45	0.00	0.00	2.59	2.59	0.00	4.31	2.59	0.00	1.72	4.31	2.59	0.00	0.00	0.00	8.62	2.59	0.00	1.72	0.86	3.45	0.00	25.86	0.00	24.14	1.72	10.34	11.21	0.00	0.00	0.86	0.00	0.00	0.00	2.59	0.00	0.00	1.72	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
313p.txt	1	98	45.73	99.00	99.00	99.00	98.00	11.22	94.90	30.61	12.24	12.24	0.00	12.24	0.00	0.00	0.00	0.00	0.00	4.08	10.20	4.08	0.00	0.00	25.51	3.06	0.00	0.00	2.04	3.06	7.14	7.14	0.00	0.00	0.00	0.00	21.43	0.00	0.00	0.00	0.00	6.12	4.08	0.00	0.00	1.02	1.02	0.00	3.06	3.06	0.00	0.00	3.06	0.00	3.06	0.00	0.00	25.51	20.41	4.08	0.00	1.02	0.00	0.00	25.51	4.08	36.73	8.16	14.29	15.31	3.06	0.00	2.04	0.00	0.00	0.00	3.06	0.00	0.00	3.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
743p.txt	1	90	73.35	63.05	36.24	25.77	90.00	3.33	90.00	23.33	10.00	7.78	5.56	0.00	1.11	0.00	1.11	2.22	0.00	5.56	5.56	2.22	0.00	0.00	35.56	2.22	3.33	0.00	6.67	4.44	13.33	6.67	6.67	0.00	1.11	3.33	10.00	1.11	0.00	0.00	1.11	13.33	3.33	1.11	3.33	2.22	1.11	2.22	10.00	7.78	1.11	1.11	4.44	3.33	1.11	0.00	0.00	13.33	2.22	7.78	3.33	3.33	2.22	0.00	31.11	1.11	11.11	5.56	3.33	2.22	1.11	4.44	0.00	3.33	1.11	2.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
256p.txt	1	353	73.44	95.52	10.02	90.86	353.00	11.05	77.90	14.73	7.93	1.98	0.00	0.28	0.57	0.57	0.57	5.95	0.00	1.42	2.55	1.42	1.13	0.57	29.75	6.80	1.70	0.00	1.42	0.85	7.37	5.67	1.70	0.00	0.85	0.57	17.85	2.83	1.13	4.82	3.68	12.46	1.70	1.98	5.67	1.98	0.85	1.13	4.82	2.27	1.70	0.85	2.83	0.85	0.00	0.57	1.13	12.46	3.68	1.70	1.42	6.80	0.57	0.00	28.61	0.85	16.71	8.22	3.12	5.38	0.28	3.68	0.28	0.57	0.57	0.00	2.55	0.00	1.70	0.57	0.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
606p.txt	1	135	83.33	58.78	33.94	79.71	135.00	4.44	88.89	8.89	1.48	1.48	0.74	0.00	0.00	0.74	0.00	0.00	0.00	0.74	2.96	2.96	0.00	0.74	13.33	3.70	0.74	0.00	0.00	2.96	10.37	6.67	3.70	0.00	0.74	0.74	3.70	0.00	0.00	0.00	1.48	13.33	3.70	1.48	1.48	2.96	3.70	0.00	2.22	2.22	0.00	0.00	25.93	2.96	11.11	11.11	0.74	6.67	0.74	0.74	2.22	2.22	0.74	0.00	12.59	0.00	16.30	12.59	2.96	0.74	0.74	11.11	0.74	2.22	0.00	0.00	1.48	0.00	0.00	1.48	0.00	0.00	1.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.48
671p.txt	1	52	20.09	91.08	90.44	62.24	52.00	32.69	96.15	32.69	1.92	1.92	0.00	0.00	0.00	0.00	1.92	0.00	0.00	0.00	7.69	21.15	1.92	0.00	15.38	3.85	0.00	0.00	0.00	1.92	26.92	13.46	11.54	1.92	0.00	0.00	15.38	0.00	0.00	0.00	0.00	19.23	1.92	0.00	0.00	1.92	13.46	1.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	1.92	0.00	1.92	5.77	0.00	0.00	15.38	0.00	25.00	7.69	5.77	11.54	0.00	0.00	0.00	1.92	0.00	0.00	1.92	0.00	0.00	0.00	1.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
734p.txt	1	290	81.74	59.54	28.47	99.00	290.00	18.62	59.66	7.93	1.38	0.00	0.00	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.69	5.52	0.00	0.69	7.93	11.38	0.34	0.00	14.14	9.31	12.07	11.38	0.69	0.00	0.00	0.34	3.79	0.69	1.38	0.34	0.69	11.03	8.28	8.28	0.69	1.38	0.69	0.69	2.76	1.72	1.03	0.34	2.41	0.00	0.69	0.34	1.38	7.93	2.07	0.34	1.03	4.48	0.00	0.00	8.62	0.00	9.31	1.72	5.52	5.86	1.03	0.69	3.79	0.00	0.00	0.00	0.69	0.00	0.00	0.69	0.00	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.34
364p.txt	1	126	74.10	76.25	96.31	99.00	126.00	8.73	83.33	14.29	3.97	3.97	2.38	0.79	0.79	0.00	0.00	0.00	0.00	1.59	3.17	5.56	0.00	0.79	30.16	6.35	0.79	0.00	0.79	1.59	11.11	8.73	2.38	0.00	0.00	2.38	9.52	0.00	0.79	0.00	0.79	11.11	3.17	2.38	1.59	2.38	0.79	0.79	8.73	3.97	3.17	1.59	6.35	3.17	1.59	0.00	0.00	5.56	3.17	1.59	0.00	0.79	0.00	0.79	23.81	1.59	26.98	4.76	7.94	14.29	0.79	0.00	1.59	0.00	3.97	0.79	3.97	0.00	0.00	0.00	3.97	0.00	1.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.59
108p.txt	1	138	63.99	98.17	23.51	78.80	138.00	13.04	92.75	21.74	9.42	3.62	3.62	0.00	0.00	0.00	0.00	5.80	0.00	2.90	7.97	0.00	0.00	1.45	31.88	3.62	0.00	0.00	0.72	0.00	7.25	5.07	2.17	0.72	0.00	1.45	26.81	0.00	7.97	0.00	0.00	21.01	2.90	0.00	7.97	8.70	0.72	0.72	7.25	2.17	4.35	0.72	5.07	0.72	0.00	0.00	0.00	31.88	20.29	3.62	10.87	5.07	0.00	0.72	24.64	3.62	17.39	3.62	10.87	2.90	0.00	2.90	0.00	0.72	0.00	0.00	7.25	0.00	4.35	0.72	6.52	0.00	5.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.07
558p.txt	1	215	69.13	74.26	58.73	69.60	215.00	7.91	83.26	19.07	7.44	4.65	3.26	0.47	0.93	0.00	0.00	2.79	0.00	2.79	6.05	1.86	0.00	1.40	20.47	5.12	0.47	0.00	0.93	3.26	6.05	4.19	1.86	0.93	0.00	0.47	11.16	0.00	0.00	0.00	0.47	9.77	2.79	0.47	2.79	1.86	2.33	1.40	11.16	3.26	3.26	2.79	13.02	8.37	0.47	0.00	2.79	8.37	4.19	0.47	0.93	2.79	0.00	0.00	16.74	1.40	17.67	4.65	5.12	7.91	0.00	0.47	0.00	0.47	0.47	0.93	6.05	0.00	0.00	4.19	1.86	0.00	3.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.72
276p.txt	1	158	60.88	90.80	96.99	49.32	158.00	9.49	94.30	20.89	3.16	2.53	1.90	0.00	0.63	0.00	0.00	0.63	0.00	1.90	6.33	5.06	4.43	0.00	41.77	5.70	0.63	0.00	0.63	3.80	25.32	13.29	12.03	0.00	5.70	6.33	14.56	1.27	3.16	0.63	0.00	24.68	12.03	4.43	3.80	2.53	1.90	0.00	11.39	0.63	3.16	5.06	1.27	0.00	0.63	0.00	0.00	15.82	2.53	6.96	1.27	6.33	5.06	2.53	31.01	3.80	22.15	4.43	8.23	10.13	1.27	0.00	0.63	1.27	0.00	0.00	3.80	0.00	0.63	0.00	3.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
626p.txt	1	263	47.93	53.04	34.64	68.81	263.00	18.63	71.48	33.08	6.84	6.08	2.66	3.42	0.00	0.00	0.00	0.76	0.00	6.08	9.89	4.56	0.00	6.46	16.73	4.18	5.70	0.00	1.14	0.38	4.56	3.42	1.14	0.00	0.76	0.38	9.89	3.80	0.00	0.00	0.76	14.83	4.94	0.38	2.28	0.38	3.42	3.42	3.42	1.14	0.38	1.90	5.32	3.42	0.00	1.90	0.76	8.37	4.18	0.38	2.66	1.14	0.38	0.38	13.69	1.14	9.89	2.28	1.90	6.08	0.76	3.80	0.76	0.76	0.38	0.00	2.28	0.00	1.14	0.76	0.38	0.00	8.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.75
